name,link,desc,chef,prepTime,cooktime,total,ingredients,instructions,rating,num_of_reviews,calories,servings,fat,carb,protein,cholesterol,sodium
Cajun Chicken and Sausage Gumbo,http://allrecipes.com/recipe/141114/cajun-chicken-and-sausage-gumbo/,"""This is a Cajun-style gumbo made with a seasoned roux, a classic from the bayous of south Louisiana. I revised the recipe after many, many trials. Serve it hot over cooked rice or with potato salad.""",Jodi Hanlon,45 m,2 h 30 m,3 h 15 m,"5548, 5549, 5550, 5551","Heat the oil in a Dutch oven over medium heat. When hot, whisk in flour. Continue whisking until the roux has cooked to the color of chocolate milk, 8 to 10 minutes. Be careful not to burn the roux. If you see black specks in the mixture, start over.
Stir onion, bell pepper, celery, and sausage into the roux; cook 5 minutes. Stir in the garlic and cook another 5 minutes. Season with salt, pepper, and Creole seasoning; blend thoroughly. Pour in the chicken broth and add the bay leaf. Bring to a boil over high heat, then reduce heat to medium-low, and simmer, uncovered, for 1 hour, stirring occasionally. Stir in the chicken, and simmer 1 hour more. Skim off any foam that floats to the top during the last hour.",4.66125297546387,365,478 ,10 servings,39.4,14.3,16,56,1045
Bubba's Jambalaya,http://allrecipes.com/recipe/77572/bubbas-jambalaya/,"""Easy Southern classic, with chicken, sausage, ham, and shrimp.""",FORDMAN88,25 m,40 m,1 h 5 m,"5552, 5553, 5554, 5555, 5556, 5557","Heat a large pot over medium-high heat. Add bacon, and cook until crisp. Remove bacon pieces with a slotted spoon, and set aside. Add celery, bell pepper, and onion to the bacon drippings, and cook until tender.
Add the ham, chicken and sausage to the pot, and pour in the tomatoes, beef broth and chicken broth. Season with thyme and Cajun seasoning. Bring to a boil, and add the rice. Bring to a boil, then turn the heat to low, cover, and simmer for about 20 minutes, until the rice is tender.
Stir in the shrimp and bacon just before serving, and heat through. If you use uncooked shrimp, let it cook for about 5 minutes before serving.",4.69463872909546,639,349 ,12 servings,13.8,32.3,22.7,72,1177
Barlow's Blackened Catfish,http://allrecipes.com/recipe/38107/barlows-blackened-catfish/,"""Cajun catfish served up with just the right touch of spices and flavor. This entree is perfect for a quick, excellent way to taste the unique flavor of catfish mixed with the traditional method of down south cooking, just without all the fat. Serve on top of white rice.""",INDIANABARLOW,10 m,40 m,50 m,"5558, 5559","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a medium baking dish.
In a shallow, medium bowl, mix cayenne pepper, lemon pepper, garlic powder, salt and pepper.
Brush both sides of catfish fillets with butter. Rub fillets with the cayenne pepper mixture on both sides.
Heat a large heavy skillet over medium-high heat until really hot. Add fillets, and fry approximately 2 minutes on each side, until slightly blackened.
Arrange blackened fillets in a single layer in the prepared baking dish, and coat with Italian-style salad dressing. Bake 30 to 35 minutes in the preheated oven, until fish is easily flaked with a fork.",4.3747410774231,368,368 ,4 servings,29.8,8.5,17.4,72,2478
Cajun Crawfish and Shrimp Etouffe,http://allrecipes.com/recipe/70483/cajun-crawfish-and-shrimp-etouffe/,"""An authentic Louisiana recipe with a rich and spicy fresh tomato based roux with fresh garlic, bell peppers, celery and onions mixed with crawfish and shrimp.  A little time consuming but well worth it!! Serve over steamed rice with hushpuppies and/or crackers on the side.""",RHONDA35,20 m,50 m,1 h 10 m,"5560, 5561, 5562, 5563, 5564","Heat the oil in a heavy skillet over medium heat. Gradually stir in flour, and stir constantly until the mixture turns 'peanut butter' brown or darker, at least 15 or 20 minutes. I use a large fork with the flat side to the bottom of the pan in a side to side motion. This is your base sauce or 'Roux'. It is very important to stir this constantly. If by chance the roux burns, discard and start over.
Once the roux is browned, add the onions, garlic, celery and bell pepper to the skillet, and saute for about 5 minutes to soften. Stir in the chopped tomatoes and  fish stock, and season with the seafood seasoning. Reduce heat to low, and simmer for about 20 minutes, stirring occasionally.
Season the sauce with hot pepper sauce and cayenne pepper (if using), and add the crawfish and shrimp. Cook for about 10 minutes, or until the shrimp are opaque.",4.7769079208374,405,264 ,6 servings,14,9,24.9,196,956
Blackened Salmon Fillets,http://allrecipes.com/recipe/36487/blackened-salmon-fillets/,"""Fire up succulent salmon with an exciting blend of Cajun-style spices!""",JEFF CALKINS,15 m,10 m,25 m,"5565, 5566, 5567","In a small bowl, mix paprika, cayenne pepper, onion powder, salt, white pepper, black pepper, thyme, basil and oregano.
Brush salmon fillets on both sides with 1/4 cup butter, and sprinkle evenly with the cayenne pepper mixture. Drizzle one side of each fillet with 1/2 remaining butter.
In a large, heavy skillet over high heat, cook salmon, butter side down, until blackened, 2 to 5 minutes. Turn fillets, drizzle with remaining butter, and continue cooking until blackened and fish is easily flaked with a fork.",4.63411998748779,680,511 ,4 servings,38.3,4.5,37.4,166,1248
Authentic Louisiana Red Beans and Rice,http://allrecipes.com/recipe/58211/authentic-louisiana-red-beans-and-rice/,"""Authentic Cajun flavor! I grew up in Louisiana and love red beans and rice; these are just like I remember. Serve with Tabasco sauce for a little kick. My family loved to splash a little cider vinegar in each bowl.""",MIAMI BEACH,25 m,3 h 5 m,11 h 30 m,"5568, 5569, 5570","Rinse beans, and then soak in a large pot of water overnight.
In a skillet, heat oil over medium heat. Cook onion, bell pepper, garlic, and celery in olive oil for 3 to 4 minutes.
Rinse beans, and transfer to a large pot with 6 cups water. Stir cooked vegetables into beans. Season with bay leaves, cayenne pepper, thyme, sage, parsley, and Cajun seasoning. Bring to a boil, and then reduce heat to medium-low. Simmer for 2 1/2 hours.
Stir sausage into beans, and continue to simmer for 30 minutes.
Meanwhile, prepare the rice. In a saucepan, bring water and rice to a boil. Reduce heat, cover, and simmer for 20 minutes. Serve beans over steamed white rice.",4.45973777770996,769,630 ,8 servings,24.2,79.1,24,33,604
Creole Seasoning Blend,http://allrecipes.com/recipe/38214/creole-seasoning-blend/,"""This Creole seasoning blend is great for seasoning rice, meats, soups and stews, or anything that needs a flavor boost. Also makes a great gift when placed in a decorative jar with recipe attached.""",JOSLYN,5 m
Chef John's Sausage & Shrimp Jambalaya,http://allrecipes.com/recipe/220126/chef-johns-sausage-shrimp-jambalaya/,"""While true jambalaya is really more of a thicker rice stew than a soup, it's one of those dishes that more stock can be added to easily make it into a soup recipe. Serve garnished with green onion.""",Chef John,15 m,1 h,1 h 15 m,,"Place butter and sausage in a large stockpot over medium heat; cook and stir for 5-6 minutes until sausage begins to brown.
Stir in paprika, cumin and cayenne; cook for 1 minute.
Stir tomatoes, onions, celery, green pepper, green onions, salt, and bay leaf into sausage mixture.
Add brown rice and stir to combine. Stir in chicken stock and turn heat to low. Cover and cook for until rice is just tender, about 45 minutes.
Stir in shrimp, replace lid and cook for 5 minutes. Season with salt and black pepper.",4.72200012207031,387,495 ,4 servings,25.2,37.3,30.3,221,1909
Cajun Chicken,http://allrecipes.com/recipe/14545/cajun-chicken/,"""Cajun-style grilled chicken breasts for varied meals such as Caesar salad, sandwiches, and a dinner entree! Cajun Chicken can be served hot or cold.""",Wood Halsey,15 m,15 m,1 h,"5571, 5572, 5573, 5574","In a large shallow dish, mix the oil, Cajun seasoning, Italian seasoning, garlic powder, and lemon pepper. Place the chicken in the dish, and turn to coat with the mixture. Cover, and refrigerate for 1/2 hour.
Preheat the grill for high heat.
Lightly oil the grill grate. Drain chicken, and discard marinade. Place chicken on hot grill and cook for 6 to 8 minutes on each side, or until juices run clear.",4.52338552474976,331,536 ,10 servings,47.8,1.8,24.8,67,620
Cajun Chicken Pasta,http://allrecipes.com/recipe/12009/cajun-chicken-pasta/,"""Try this when you are feeling daring and want to mix things up a bit! A Southern inspired recipe that is sure to add a little fun to your dinner table. Try serving it with corn bread.""",Tammy Schill,15 m,15 m,30 m,,"Bring a large pot of lightly salted water to a boil. Add linguini pasta, and cook for 8 to 10 minutes, or until al dente; drain.
Meanwhile, place chicken and Cajun seasoning in a bowl, and toss to coat.
In a large skillet over medium heat, saute chicken in butter until no longer pink and juices run clear, about 5 to 7 minutes. Add green and red bell peppers, sliced mushrooms and green onions; cook for 2 to 3 minutes. Reduce heat, and stir in heavy cream. Season the sauce with basil, lemon pepper, salt, garlic powder and ground black pepper, and heat through.
In a large bowl, toss linguini with sauce. Sprinkle with grated Parmesan cheese.",4.67685604095459,1881,1109 ,2 servings,82.2,53.7,42.7,348,1134
Microwave Roux,http://allrecipes.com/recipe/185827/microwave-roux/,"""Quick and easy way to make roux. Almost goof proof.""",flatscat,5 m,6 m,11 m,,"Pour the vegetable oil into a microwave-safe glass bowl. Whisk in the flour until no lumps remain.
Cook in the microwave at 70% power for 6 minutes. This will create white roux. If you would like a darker roux, carefully stir, and return to the microwave. Cook at 70% power 2 to 3 minutes at a time until the desired color has been achieved.",3.16666674613953,5,112 ,20 servings (1 1/4 cups),10.9,3.2,0.4,0,< 1
Rich and Creamy Potatoes Au Gratin,http://allrecipes.com/recipe/219721/rich-and-creamy-potatoes-au-gratin/,"""These are the easiest, creamiest potatoes au gratin I have ever had... YUM!""",Celeste,20 m,1 h 10 m,1 h 30 m,"5575, 5576, 5577, 5578","Preheat oven to 350 degrees F (175 degrees C).
Place potatoes, garlic, and salt into a large pot, fill with enough water to cover, and bring to a boil. Reduce heat to medium, and simmer the potatoes until tender but not mushy, 8 to 10 minutes. With a slotted spoon, transfer about half the potatoes to a 9x13-inch baking dish.
Pour half of the cream over the potatoes, season with black pepper and nutmeg, and sprinkle half of the Gruyere cheese onto the mixture. Top with the remaining potatoes; sprinkle again with black pepper and nutmeg. Pour on the remaining cream, and sprinkle with remaining Gruyere cheese.
Bake in the preheated oven until the cheese topping is crisp and brown on top, about 1 hour.",4.3632287979126,187,352 ,8 servings,20,32.1,12.3,70,331
French Crepes,http://allrecipes.com/recipe/20931/french-crepes/,"""A good breakfast for weekends and even desserts. Serve rolled up and filled with jam or fruit and whipped cream.""",CYBERCHEF,5 m,30 m,35 m,,"Sift together flour, sugar and salt; set aside. In a large bowl, beat eggs and milk together with an electric mixer. Beat in flour mixture until smooth; stir in melted butter.
Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 2 tablespoons for each crepe. Tip and rotate pan to spread batter as thinly as possible. Brown on both sides and serve hot.",4.59228181838989,438,94 ,12 servings,4.1,10.3,4,55,96
Cali's Sinful Creme Brulee,http://allrecipes.com/recipe/83905/calis-sinful-creme-brulee/,"""Chocolate lined ramekins filled with absolutely sinful creme brulee. Top with fresh berries when in season.  Perfect for that special dinner, but easy enough to make everyday!""",caligrrl,10 m,40 m,6 h 50 m,"5579, 5580, 5581","Preheat the oven to 300 degrees F (150 degrees C).
Place about 2 tablespoons of the chocolate chips into each of four 6 ounce ramekins. Place them in the microwave, and heat on full power for 30 second intervals. Stir, and continue heating until chocolate has melted. Spread to cover the sides and bottom of each ramekin.
Bring a large pot of water to a boil.
Meanwhile, in a saucepan, whisk together the cream, 1/4 cup sugar, and salt. Set over medium heat, and warm until steam rises from the surface. Then in a separate bowl, whisk together the egg yolks and vanilla. When the cream is hot, ladle a little bit into the egg yolks while whisking quickly. Ladle in a bit more to bring the yolks up to a high temperature without scrambling them. Whisk the yolk mixture into the rest of the cream. Ladle into the chocolate lined ramekins.
Place a towel in the bottom of a baking dish, and place the filled ramekins on top of the towel. Place in the oven, and pour boiling water carefully into the baking dish until it comes half way up the sides of the ramekins. Cover the dish loosely with aluminum foil.
Bake for 35 to 40 minutes in the preheated oven, just until the custard is set. Remove ramekins from the dish, and refrigerate for 4 to 6 hours.
Before serving, sprinkle 1 tablespoon of sugar over the top of each creme brulee. Use a kitchen torch or your oven's broiler to caramelize the sugar. It may take 2 to 3 minutes in the broiler. Serve immediately.",4.58571434020996,55,680 ,4 servings,55.8,42.6,6.6,419,155
