name,link,desc,chef,prepTime,cooktime,total,ingredients,instructions,rating,num_of_reviews,calories,servings,fat,carb,protein,cholesterol,sodium,image
American Chop Suey ( Easy Chinese Recipes),https://www.tarladalal.com/American-Chop-Suey-(-Easy-Chinese-Recipes)-4161r,"A delightful preparation of crispy noodles served with vegetables and a tangy sauce. This recipe is not an authentic chinese one, but an invention of chinese restaurateurs in western countries. One of the literal translations of this recipe means 'savoury mess'. Serve this dish as a snack or One Meal Dinner or as a side dish with a Chinese meal.",Tarla Dalal,20 mins,35 mins,55 mins ,"39578, 38890, 38957, 39579, 39580, 39255, 39581, 39582, 38849, 39583, 39584, 39585, 39411, 1269","1. Heat the oil in a deep non-stick kadhai, add 2 cups of hakka noodles and spread it evenly to form a layer and deep-fry till it turns crispy and golden brown in colour from both the sides. Drain on an absorbent paper.
2. Repeat step 1 to deep-fry the remaining noodles. Keep aside.
Combine the cornflour with 1½ cups of water in a deep bowl, mix well and keep aside.
Heat the oil in a deep non-stick pan, add the onions and sauté on a medium flame for 1 minute.
Add the capsicum, carrot and cabbage and sauté on a medium flame for 2 to 3 minutes.
Add the boiled hakka noodles and sauté on a medium flame for 1 minute.
Add the tomato ketchup and chilli sauce, mix well and cook on a medium flame for 1 minute, while stirring occasionally.
Add the cornflour-water mixture, vinegar, sugar and salt, mix well and cook on a medium flame for 3 to 4 minutes or till the sauce thickens, while stirring occasionally.
Divide it into 2 equal portions and keep aside.
Just before serving, place one portion of the crispy noodles on a serving dish and top it with one portion of the chopsuey evenly over it.
Repeat step 1 to make 1 more plate.
Serve immediately.",5,3,NULL,4 servings,NULL,NULL,NULL,NULL,NULL,https://www.tarladalal.com/members/9306/big/big_american_chop_suey_(_easy_chinese_recipes)-10391.jpg?size=696X905
"American Chopsuey,  Jain Recipe",https://www.tarladalal.com/American-Chopsuey--Jain-Recipe-8630r,"What a blast of flavours and textures! The combination of fried noodles, boiled noodles and sautéed veggies gives this recipe a wide range of textures, while a medley of sauces gives it an exhilarating flavour. This recipe does not use boiled veggies. Raw veggies are simply sautéed with salt for a few minutes and added to the sauce, in order to retain their crunch and natural flavour. This is a totally Jain -friendly recipe, but when you taste it you will never find out that it does not have ginger, onions or garlic. Serve this Jain-friendly American Chopsuey immediately upon preparation, in order to enjoy the crispness of the fried noodles and the juicy crunch of the veggies. Corn and Cheese Quesadillas , Lebanese Minty Rice Soup , Mexican Vegetable Faheeta , Olive and Tomato Pasta and Spinach and Cottage Cheese Quiche are a few other Jain-friendly international recipes.",Tarla Dalal,25 mins,13 mins,38 mins ,"39585, 38866, 39586, 39587, 39588, 39589, 1269, 38849, 39590, 39591, 39592, 39593, 1269, 39594, 39595","Combine all the ingredients along with 1½ cups of water  in a sauce pan, mix well and cook on a medium flame for 5 to 6 minutes, while stirring continuously. Keep aside.
Heat the oil in a broad non-sick pan, add all the vegetables and salt, mix well and cook on a high flame for 4 to 5 minutes, while stirring occasionally.
Add  the prepared sauce and boiled noodles,  mix well and cook on a medium flame for 2 minutes, while stirring continuously.
Spread the fried noodles in a serving deep dish, and pour the prepared vegetable mixture evenly over it.
Serve immediately.",5,1,719 cal,4 servings,36.6 g,86.2 g,13.6 g,0 mg,618.5 mg,https://www.tarladalal.com/members/9306/big/big_american_chopsuey_(_jain_recipe)-12219.jpg?size=696X905
Aloowali Roti,https://www.tarladalal.com/Aloowali-Roti-30916r,The delicious and versatile potato doesn't seize to amaze us as it takes on a new form in this magnificent dish. All of us have eaten the traditional aloo ka paratha. Aloowali roti is an innovative dish where mashed potatoes and other masalas are combined with the dough while kneading. Melted butter mixed into the dough makes this roti even tastier. Easy to make the aloowali roti is a simple and non messy snack for your child's tiffin. At home you can enjoy this scrumptious preparation with any dal or curry of your choice.,Tarla Dalal,10 mins,20 mins,30 mins ,"39143, 39596, 38847, 38903, 39597, 1269, 39356, 39049","Combine all the ingredients in a bowl and knead to a semi-soft dough using enough water.
Divide the dough into 6 equal portions and roll out each portion into a circle of 150 mm. (6"") diameter, using flour.
Cook on a hot tava (griddle) on both sides, using a little ghee, till brown spots appear on both the sides.
Serve hot.",5,4,89 cal,6 servings,1.7 g,16.2 g,2.2 g,0 mg,18.7 mg,https://www.tarladalal.com/members/9306/big/big_aloowali_roti-7863.jpg?size=696X905
Ambat Dal ( Know Your Green Leafy Vegetables ),https://www.tarladalal.com/Ambat-Dal-(-Know-Your-Green-Leafy-Vegetables-)-32804r,"This recipe gets its “ambat” flavour, thanks to the tamarind. You can add jaggery too to get a sweet-tangy flavour. Serve with steamed rice or as an accompaniment to roti.",Tarla Dalal,15 mins,25 mins,40 mins ,"38823, 39598, 39573, 39599, 39600, 39601, 38855, 39602, 1269, 39047, 38974","Heat the oil in a small pan, add the coriander seeds and red chillies and sauté on a medium flame for 30 seconds, while stirring continuously. Keep aside.
When cool, add the coconut and tamarind, mix well and blend in a mixer to make a smooth paste, using enough water. Keep aside.
Combine the moong dal and turmeric powder with 1 cup of water and pressure cooker for 2 whistles.
Allow the steam to escape before opening the lid. Keep aside.
Combine the malabar spinach, cooked dal and 1½ cups water in a kadhai and cook over a medium flame till the bhaji gets cooked.
Add the prepared paste and salt and cook for 5 more minutes. Keep aside.
Heat the oil in a small pan, add the onions and sauté till the onions turn translucent.
Pour this tempering over the cooked dal. Serve hot",NULL,NULL,NULL,4 servings,NULL,NULL,NULL,NULL,NULL,https://www.tarladalal.com/members/9306/big/big_ambat-dal-(-know-your-green-leafy-vegetables-)-1638.jpg?size=500X662
American Chop Suey,https://www.tarladalal.com/American-Chop-Suey-2167r,"A chinese ""bhel"" topped with fried noodles, a dish which never fails at parties. Be sure that the noodles are absolutely crisp.",Tarla Dalal,30 mins,10 mins,40 mins ,"39603, 6390, 1254, 39604, 39605, 39606, 39607, 39608, 39609, 39610, 39611, 39594, 39612, 39542, 39613, 1269","Place all the ingredients of the sauce in a vessel, mix well and put to boil. Go on cooking and stirring until the sauce is thick.
Keep aside.
Heat the oil in a vessel and add the vegetables. Cook on a high flame for 3 to 4 minutes.
Add the prepared sauce, boiled noodles, chilli sauce and salt and cook for a few minutes.
Add half of the fried noodles and mix well.
Serve hot, topped with the rest of the fried noodles.",5,3,NULL,8 serving,NULL,NULL,NULL,NULL,NULL,https://www.tarladalal.com/members/9306/big/big_american_chop_suey-3785.jpg?size=500X650
American Chopsuey,https://www.tarladalal.com/American-Chopsuey-22765r,"American Chopsuey represents the confluence of western and oriental cuisines, and when served with fried noodles, it is often considered an overseas adaptation of the popular Chinese dish, Chow Mein. Chopsuey is essentially sautéed veggies flavoured with sauces and thickened with corn flour. When served atop crisp-fried Hakka noodles, it makes a truly sumptuous treat that is both filling and tasty!",Tarla Dalal,20 mins,35 mins,55 mins ,"39578, 38890, 38957, 39579, 39580, 39255, 39581, 39582, 38849, 39583, 39584, 39585, 39411, 1269","Heat the oil in a deep non-stick kadhai, add 2 cups of hakka noodles and spread it evenly to form a layer and deep-fry till it turns crispy and golden brown in colour from both the sides. Drain on an absorbent paper.
Repeat step 1 to deep-fry the remaining noodles. Keep aside.
Combine the cornflour with 1½ cups of water in a deep bowl, mix well and keep aside.
Heat the oil in a deep non-stick pan, add the onions and sauté on a medium flame for 1 minute.
Add the capsicum, carrot and cabbage and sauté on a medium flame for 2 to 3 minutes.
Add the boiled hakka noodles and sauté on a medium flame for 1 minute.
Add the tomato ketchup and chilli sauce, mix well and cook on a medium flame for 1 minute, while stirring occasionally.
Add the cornflour-water mixture, vinegar, sugar and salt, mix well and cook on a medium flame for 3 to 4 minutes or till the sauce thickens, while stirring occasionally.
Divide it into 2 equal portions and keep aside.
Just before serving, place one portion of the crispy noodles on a serving dish and top it with one portion of the chopsuey evenly over it.
Repeat step 1 to make 1 more plate.
Serve immediately.",5,6,NULL,4 servings,NULL,NULL,NULL,NULL,NULL,https://www.tarladalal.com/members/9306/big/big_american_chopsuey-9717.jpg?size=696X905
American Sweet Corn Salad,https://www.tarladalal.com/American-Sweet-Corn-Salad-376r,"Juicy sweet corn and capsicum dressed in vinaigrette and garnished with tomatoes and spring onions, the American Sweet Corn Salad offers a perfect blend of sweet and tangy flavours, juicy and crunchy textures, in one delightful bowlful. This salad is best enjoyed cold, so prepare it a little ahead of meal-time and pop it into the fridge.",Tarla Dalal,10 mins,0 mins ,10 mins ,"39614, 39615, 39616, 39617, 39618, 39619, 39620, 39411, 39621","Combine the sweet corn, spring onions, capsicum and tomatoes in a deep bowl and mix well.
Pour the vinaigrette dressing over the salad, toss well and refrigerate for at least an hour.
Serve chilled.",4,5,123 cal,6 servings,5.1 g,19 g,2.5 g,0 mg,5.1 mg,https://www.tarladalal.com/members/9306/big/big_american_sweet_corn_salad-8773.jpg?size=696X905
Amani Kozhakatai ( Know Your Flours ),https://www.tarladalal.com/Amani-Kozhakatai-(-Know-Your-Flours-)-33139r,"Amani kozhakatai, these delicately-seasoned steamed rice balls are made as an offering during ganesh chaturthi in tamilnadu, but they can be served as a low calorie snack anytime!",Tarla Dalal,10 mins,25 mins,35 mins ,"39051, 38919, 39622, 38929, 39572, 39395, 38975, 39575, 39623, 39460","Combine the rice flour, salt and 2 cups of water in a bowl and mix well to a batter of pouring consistency.
Grease a kadhai using ¼ tsp of oil, pour the batter in it and cook on a medium flame, while stirring continuously till it leaves the sides of the kadhai and resembles a dough. Keep aside.
Remove in a greased thali and knead (while hot) using ¼ tsp of oil till smooth.
Cover the dough with a wet muslin cloth and keep aside for 5 minutes.
Rub ½ tsp of oil on your hands, take a little dough and shape into small size round balls. Steam in a idli steamer for 5 to 7 minutes. Keep aside.
Heat the remaining 3 tsp of oil in another kadhai and add mustard seeds.
When the seeds crackle, add the urad dal, red chillies, asafoetida and curry leaves and sauté on a medium flame for a few seconds.
Add the steamed rice balls, toss well and cook on a medium flame for another minute,serve hot garnished with coconut and coriander.
Handy tips:
To make stuffed kozhakatai, fill the rice balls with a savoury filling of your choice.",NULL,NULL,NULL,6 servings,NULL,NULL,NULL,NULL,NULL,https://www.tarladalal.com/members/9306/big/big_amani-kozhakatai-(-know-your-flours-)-1917.jpg?size=500X662
Aloo Tikki ( Kebabs and Tikkis),https://www.tarladalal.com/Aloo-Tikki-(-Kebabs-and-Tikkis)-32745r,"One of the most popular street foods, aloo tikki is an evergreen one too, loved by several generations of indians. Hot and crisp aloo tikkis are to be relished right off the tava, to warm your body and soul even on a cold, rainy day! here is how you can make wonderful aloo tikki in your own kitchen, with the right proportion of potatoes, peas, spices and garnishes. Share a joyous moment with your family, with plates of aloo tikki and hot masala chai.",Tarla Dalal,5 mins,10 mins,15 mins ,"39547, 39624, 38909, 39256, 38894, 39350, 1269, 38943, 39625","Combine all the ingredients in a bowl and mix well.
Divide the mixture into 6 equal portions and shape each portion into a round, flat
50 mm. (2”) tikki.
Heat a non-stick tava (griddle) on a medium flame and grease it with oil and cook the tikkis, using little oil, till both sides are golden brown in colour.
Serve hot with tomato ketchup or green chutney.",4,4,40 cal,6 tikkis,2.5 g,3.9 g,0.4 g,0 mg,2.1 mg,https://www.tarladalal.com/members/9306/big/big_aloo-tikki-(kebabs-and-tikkis)-1606.jpg?size=500X607
"Alphonso Aamras, Aaamras Recipe",https://www.tarladalal.com/Alphonso-Aamras-Aaamras-Recipe-40815r,"Wish for a taste of real mangoes long after the season is gone? Well, it is quite natural because the tongue-tickling flavour of mangoes is an unforgettable one, and just the thought of it makes us drool.Here is a simple but effective way of making Alphonso Aamras, which can be served fresh or stored for one year in an airtight container in the freezer. Remove it from the freezer an hour before you need it, and use it as you wish in puddings, juices, shakes, smoothies, mousses, or other desserts. Remember to use well-ripened and sweet Alphonso mangoes, so there will be no need to add sugar.You can also enjoy Aamras with Padvali Roti or Puris .",Tarla Dalal,1 mins,0 mins ,31 mins ,39626,"Soak all the mangoes in enough water in a deep bowl for 30 minutes.
Take a mango, press from evenly from all the sides till it turns soft uniformly.
Remove the eye of the mango and squeeze it very well so as to collect the pulp in a deep bowl.
Repeat steps 2 and 3 with the remaining 11 mangoes.
Blend the mango pulp in a mixer till smooth.
Serve immediately or store in an air-tight container in the freezer.",5,1,273 cal,6.5 cups,1.5 g,62.4 g,2.2 g,0 mg,96 mg,"https://www.tarladalal.com/members/9306/big/big_alphonso_aamras,_aaamras_recipe-11346.jpg?size=696X905"
Aloo Tikki Burger,https://www.tarladalal.com/Aloo-Tikki-Burger-42205r,"Even international food chains are introducing a touch of Indian magic in their burgers and pizzas, because of the tongue-tickling taste and rich texture that they give. This Aloo Tikki Burger is a perfect example. It brings into burgers the unbridled fun of Indian food. Aloo Tikki made of potatoes perked up with tongue-tickling spices and spice mixes like chaat masala makes a wonderful patty for burgers. Together with juicy veggies and of course, cheese, it gives the burger a very exciting taste and yummy mouth-feel. This is one snack that will be loved by young and old, including hard-core fans of Indian food.You can also try other burgers with Indian touch like Pav Bhaji Burger or Batata Vada Burger  .",Tarla Dalal,20 mins,35 mins,55 mins ,"39627, 39294, 38822, 38848, 39628, 38902, 39270, 39629, 38855, 39327, 39303, 38861, 1269, 39295, 38890, 1046, 39630, 39631, 39632, 39633, 39634, 39635, 39636, 39637, 39638","Combine the plain flour and ¾ cup of water in a deep bowl and whisk well. Keep aside.
Heat the oil in a broad non-stick pan and add the cumin seeds and sauté on a medium flame for 30 seconds.
Add the garlic and onions and sauté on a medium flame for 1 to 2 minutes.
Add the green peas and sauté on a medium flame for 1 minute.
Add all the other remaining ingredients, mix well and cook on a medium flame for 2 to 3 minutes, while mashing it occasionaly.
Divide the mixture into 6 equal portions and shape each portion into a circle of 75 mm. (3”) diameter and 1 cm thickness tikki.
Dip each tikki in the maida- water mixture and roll in the bread crumbs till it is evenly coated from all the sides.
Heat the oil in a deep non-stick pan and deep-fry each tikki till it turns golden brown in colour from both the sides. Drain on an absorbent paper and keep aside.
Cut each burger bun horizontally into two.
Apply 1 tsp of butter on both the sides of each half of the burger bun and toast them lightly on a non-stick tava (griddle).
Place 2 cooked burger bun halves on a clean, dry surface.
Spread a little of the prepared spread on each halve and spread it evenly.
Put ¼ cup of lettuce on the lower burger bun halve.
Put an aloo tikki on it, 1 cheese slice, 2 tomato slices, 2 onion slices and finally sprinkle a little salt and pepper evenly over it.
Cover with an upper halve of the burger bun with the buttered–spread side facing downwards and press it lightly.
Repeat steps 3 to 7 to make 5 more burgers.
Serve immediately.",5,1,567 cal,6 burgers,34.4 g,60.7 g,9.9 g,23.3 mg,712.6 mg,https://www.tarladalal.com/members/9306/big/big_aloo_tikki_burger-13465.jpg?size=696X905
